Id,typeOfComputationUsed,graphicalModelName,minAndMaxProbabilityofQueryequalsTrue,maxAndMaxProbabilityofQueryequalsTrue,IntervalLength,numberOfExtremePoints,allExplored,time,totaltime,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5
0,S-BP,IsingModel3X4,0.0,1.0,1.0,2,false,0.0,0.0,3,4,0,0,0
1,S-BP,IsingModel3X4,0.4,1.0,0.6,4,false,0.014,0.014,3,4,0,0,0
2,S-BP,IsingModel3X4,0.4,1.0,0.6,4,false,0.012,0.026000000000000002,3,4,0,0,0
3,S-BP,IsingModel3X4,0.4,1.0,0.6,8,false,0.037,0.063,3,4,0,0,0
4,S-BP,IsingModel3X4,0.4,1.0,0.6,8,false,0.035,0.098,3,4,0,0,0
5,S-BP,IsingModel3X4,0.403921568627451,0.5846153846153846,0.18069381598793366,8,false,0.126,0.224,3,4,0,0,0
6,S-BP,IsingModel3X4,0.403921568627451,0.5846153846153846,0.18069381598793366,8,false,0.115,0.339,3,4,0,0,0
7,S-BP,IsingModel3X4,0.403921568627451,0.5701492537313433,0.1662276851038923,16,false,0.2,0.539,3,4,0,0,0
8,S-BP,IsingModel3X4,0.403921568627451,0.5701492537313433,0.1662276851038923,16,false,0.206,0.745,3,4,0,0,0
9,S-BP,IsingModel3X4,0.403921568627451,0.5701492537313433,0.1662276851038923,12,false,0.205,0.95,3,4,0,0,0
10,S-BP,IsingModel3X4,0.40574506283662476,0.5462172957386968,0.14047223290207206,6,false,0.447,1.397,3,4,0,0,0
11,S-BP,IsingModel3X4,0.40574506283662476,0.5363266236881986,0.13058156085157385,6,false,0.397,1.794,3,4,0,0,0
12,S-BP,IsingModel3X4,0.40574506283662476,0.5363266236881986,0.13058156085157385,6,false,0.393,2.1870000000000003,3,4,0,0,0
13,S-BP,IsingModel3X4,0.40574506283662476,0.45671144206544634,0.05096637922882158,8,false,0.543,2.7300000000000004,3,4,0,0,0
14,S-BP,IsingModel3X4,0.43171314418820683,0.4550350973826476,0.023321953194440748,4,false,0.868,3.5980000000000003,3,4,0,0,0
15,S-BP,IsingModel3X4,0.43384002302214236,0.4458245219725117,0.011984498950369349,4,false,0.9,4.498,3,4,0,0,0
16,S-BP,IsingModel3X4,0.4395527438707319,0.4395527438707319,0.0,1,false,1.067,5.565,3,4,0,0,0
17,SGDPLL,IsingModel3X4,0.4395527438707319,0.4395527438707319,0.0,0,true,3.566,3.566,3,4,0,0,0
0,S-BP,IsingModel4X4,0.0,1.0,1.0,2,false,0.0,0.0,4,4,0,0,0
1,S-BP,IsingModel4X4,0.625,1.0,0.375,4,false,0.01,0.01,4,4,0,0,0
2,S-BP,IsingModel4X4,0.625,1.0,0.375,4,false,0.011,0.020999999999999998,4,4,0,0,0
3,S-BP,IsingModel4X4,0.625,1.0,0.375,8,false,0.03,0.051,4,4,0,0,0
4,S-BP,IsingModel4X4,0.625,1.0,0.375,8,false,0.031,0.08199999999999999,4,4,0,0,0
5,S-BP,IsingModel4X4,0.6571428571428571,0.6949973103819258,0.037854453239068664,8,false,0.097,0.179,4,4,0,0,0
6,S-BP,IsingModel4X4,0.6571428571428571,0.6949973103819258,0.037854453239068664,8,false,0.098,0.277,4,4,0,0,0
7,S-BP,IsingModel4X4,0.6778735028367304,0.6932956588749036,0.015422156038173207,16,false,0.216,0.493,4,4,0,0,0
8,S-BP,IsingModel4X4,0.6778735028367304,0.6932956588749036,0.015422156038173207,16,false,0.212,0.705,4,4,0,0,0
9,S-BP,IsingModel4X4,0.6806358509051431,0.6932956588749036,0.012659807969760517,16,false,0.289,0.994,4,4,0,0,0
10,S-BP,IsingModel4X4,0.6806358509051431,0.6932956588749036,0.012659807969760517,16,false,0.573,1.567,4,4,0,0,0
11,S-BP,IsingModel4X4,0.6806358509051431,0.6932956588749036,0.012659807969760517,16,false,0.709,2.276,4,4,0,0,0
12,S-BP,IsingModel4X4,0.6806358509051431,0.6932956588749036,0.012659807969760517,16,false,0.702,2.9779999999999998,4,4,0,0,0
13,S-BP,IsingModel4X4,0.6808982330685374,0.6932428049969119,0.01234457192837457,32,false,1.929,4.907,4,4,0,0,0
14,S-BP,IsingModel4X4,0.6808982330685374,0.6932428049969119,0.01234457192837457,32,false,2.025,6.932,4,4,0,0,0
15,S-BP,IsingModel4X4,0.6818065590424788,0.6926332649180507,0.010826705875571885,32,false,2.34,9.272,4,4,0,0,0
16,S-BP,IsingModel4X4,0.6823548355877287,0.6919273684215062,0.009572532833777458,16,false,2.966,12.238,4,4,0,0,0
17,S-BP,IsingModel4X4,0.6823840040614334,0.6919060497474161,0.009522045685982694,8,false,5.213,17.451,4,4,0,0,0
18,S-BP,IsingModel4X4,0.6827174795713521,0.691768416550746,0.009050936979393853,8,false,9.65,27.101,4,4,0,0,0
19,S-BP,IsingModel4X4,0.6827174795713521,0.691768416550746,0.009050936979393853,8,false,9.71,36.811,4,4,0,0,0
20,S-BP,IsingModel4X4,0.6890451712713529,0.6916919996132578,0.0026468283419048833,8,false,12.512,49.323,4,4,0,0,0
21,S-BP,IsingModel4X4,0.6907546389426793,0.6916872933788443,9.326544361649702E-4,2,false,7.345,56.668,4,4,0,0,0
22,S-BP,IsingModel4X4,0.6908260815831981,0.6915000842509399,6.740026677417577E-4,2,false,9.067,65.735,4,4,0,0,0
23,S-BP,IsingModel4X4,0.6910967005002492,0.6910967005002492,0.0,1,false,5.653,71.388,4,4,0,0,0
24,SGDPLL,IsingModel4X4,0.6910967005002492,0.6910967005002492,0.0,0,true,17.079,17.079,4,4,0,0,0
0,S-BP,Line Model,1.0,1.0,0.0,1,false,0.002,0.002,4,5,0,0,0
1,S-BP,Line Model,1.0,1.0,0.0,2,false,0.008,0.01,4,5,0,0,0
2,S-BP,Line Model,1.0,1.0,0.0,2,false,0.01,0.02,4,5,0,0,0
3,S-BP,Line Model,1.0,1.0,0.0,2,false,0.018,0.038,4,5,0,0,0
4,S-BP,Line Model,1.0,1.0,0.0,2,false,0.03,0.068,4,5,0,0,0
5,S-BP,Line Model,1.0,1.0,0.0,2,false,0.033,0.101,4,5,0,0,0
6,S-BP,Line Model,1.0,1.0,0.0,2,false,0.044,0.14500000000000002,4,5,0,0,0
7,S-BP,Line Model,1.0,1.0,0.0,2,false,0.049,0.194,4,5,0,0,0
8,S-BP,Line Model,1.0,1.0,0.0,2,false,0.054,0.248,4,5,0,0,0
9,S-BP,Line Model,1.0,1.0,0.0,2,false,0.059,0.307,4,5,0,0,0
10,S-BP,Line Model,1.0,1.0,0.0,2,false,0.067,0.374,4,5,0,0,0
11,S-BP,Line Model,1.0,1.0,0.0,2,false,0.07,0.444,4,5,0,0,0
12,S-BP,Line Model,1.0,1.0,0.0,2,false,0.077,0.521,4,5,0,0,0
13,S-BP,Line Model,1.0,1.0,0.0,2,false,0.077,0.598,4,5,0,0,0
14,S-BP,Line Model,1.0,1.0,0.0,2,false,0.092,0.69,4,5,0,0,0
15,S-BP,Line Model,1.0,1.0,0.0,2,false,0.093,0.7829999999999999,4,5,0,0,0
16,S-BP,Line Model,1.0,1.0,0.0,2,false,0.103,0.8859999999999999,4,5,0,0,0
17,S-BP,Line Model,1.0,1.0,0.0,2,false,0.104,0.9899999999999999,4,5,0,0,0
18,S-BP,Line Model,1.0,1.0,0.0,1,false,0.055,1.045,4,5,0,0,0
19,SGDPLL,Line Model,1.0,1.0,0.0,0,true,320.07,320.07,4,5,0,0,0
0,S-BP,Binary Tree Model,0.0,1.0,1.0,2,false,0.001,0.001,4,5,0,0,0
1,S-BP,Binary Tree Model,0.5121951219512195,0.6896551724137931,0.17746005046257363,4,false,0.012,0.013000000000000001,4,5,0,0,0
2,S-BP,Binary Tree Model,0.5121951219512195,0.6896551724137931,0.17746005046257363,4,false,0.011,0.024,4,5,0,0,0
3,S-BP,Binary Tree Model,0.5735294117647058,0.6896551724137931,0.1161257606490873,8,false,0.03,0.054,4,5,0,0,0
4,S-BP,Binary Tree Model,0.5735294117647058,0.6896551724137931,0.1161257606490873,8,false,0.036,0.09,4,5,0,0,0
5,S-BP,Binary Tree Model,0.5926778724384066,0.6666666666666666,0.07398879422825999,8,false,0.126,0.216,4,5,0,0,0
6,S-BP,Binary Tree Model,0.5926778724384066,0.6666666666666666,0.07398879422825999,8,false,0.099,0.315,4,5,0,0,0
7,S-BP,Binary Tree Model,0.5926778724384066,0.6129268235127545,0.020248951074347876,16,false,0.198,0.513,4,5,0,0,0
8,S-BP,Binary Tree Model,0.5926778724384066,0.6129268235127545,0.020248951074347876,16,false,0.23,0.743,4,5,0,0,0
9,S-BP,Binary Tree Model,0.6034132466477042,0.6107004514667977,0.007287204819093507,16,false,0.235,0.978,4,5,0,0,0
10,S-BP,Binary Tree Model,0.6034132466477042,0.6107004514667977,0.007287204819093507,16,false,0.41,1.388,4,5,0,0,0
11,S-BP,Binary Tree Model,0.6034132466477042,0.6102318678156567,0.00681862116795251,16,false,0.525,1.9129999999999998,4,5,0,0,0
12,S-BP,Binary Tree Model,0.6034132466477042,0.6102318678156567,0.00681862116795251,16,false,0.543,2.456,4,5,0,0,0
13,S-BP,Binary Tree Model,0.6034214582597529,0.6101521812295728,0.006730722969819913,32,false,1.341,3.7969999999999997,4,5,0,0,0
14,S-BP,Binary Tree Model,0.6034214582597529,0.6101521812295728,0.006730722969819913,32,false,1.414,5.210999999999999,4,5,0,0,0
15,S-BP,Binary Tree Model,0.6034377475286392,0.6101165851527754,0.006678837624136236,32,false,1.662,6.872999999999999,4,5,0,0,0
16,S-BP,Binary Tree Model,0.6034377475286392,0.6079581199579155,0.004520372429276276,16,false,1.807,8.68,4,5,0,0,0
17,S-BP,Binary Tree Model,0.6034423750645601,0.6079577232537848,0.004515348189224722,8,false,3.481,12.161,4,5,0,0,0
18,S-BP,Binary Tree Model,0.6034463281494356,0.6079500673719442,0.004503739222508685,8,false,5.456,17.617,4,5,0,0,0
19,S-BP,Binary Tree Model,0.6034463281494356,0.6079500673719442,0.004503739222508685,8,false,5.466,23.083000000000002,4,5,0,0,0
20,S-BP,Binary Tree Model,0.6034497586200965,0.6079372631836086,0.004487504563512101,8,false,5.752,28.835,4,5,0,0,0
21,S-BP,Binary Tree Model,0.6034497586200965,0.6074431937783015,0.003993435158204939,4,false,5.636,34.471000000000004,4,5,0,0,0
22,S-BP,Binary Tree Model,0.6038629176005738,0.6074306848627457,0.0035677672621718948,4,false,6.832,41.303000000000004,4,5,0,0,0
23,S-BP,Binary Tree Model,0.6074269137251251,0.6074269137251251,0.0,1,false,3.227,44.53,4,5,0,0,0
24,SGDPLL,Binary Tree Model,0.6074269137251251,0.6074269137251251,0.0,0,true,31.116,31.116,4,5,0,0,0
